nl_cmd,bash_cmd
"grant read access for user, none for group, and write to others for /home/user/files/file_1261.txt",bash: chmod 402 /home/user/files/file_1261.txt
"assign read permission to user, none permission to group, and execute permission to others for /home/user/files/file_1022.txt",bash:  chmod 401 /home/user/files/file_1022.txt
"set permissions to read for owner, none for group members, and execute for others on /home/user/files/file_49.txt",bash: chmod 401 /home/user/files/file_49.txt
"grant read access for user, none for group, and execute to others for /home/user/files/file_1196.txt",bash: chmod 401 /home/user/files/file_1196.txt
"set permissions to read for owner, none for group members, and read and write for others on /home/user/files/file_902.txt",bash:  chmod 406 /home/user/files/file_902.txt
"provide read for user, none to group, and read and write to others for /home/user/files/file_1191.txt",bash: chmod 406 /home/user/files/file_1191.txt
"provide read for user, none to group, and read and write to others for /home/user/files/file_1218.txt",bash: chmod 406 /home/user/files/file_1218.txt
"grant read access for user, none for group, and read and execute to others for /home/user/files/file_679.txt",bash:  chmod 405 /home/user/files/file_679.txt
"assign read permission to user, none permission to group, and read and execute permission to others for /home/user/files/file_1035.txt",bash: chmod 405 /home/user/files/file_1035.txt
"provide read for user, none to group, and read and execute to others for /home/user/files/file_1128.txt",bash: chmod 405 /home/user/files/file_1128.txt
"set permissions to read for owner, none for group members, and write and execute for others on /home/user/files/file_879.txt",bash:  chmod 403 /home/user/files/file_879.txt
"assign read permission to user, none permission to group, and write and execute permission to others for /home/user/files/file_1020.txt",bash: chmod 403 /home/user/files/file_1020.txt
"provide read for user, none to group, and write and execute to others for /home/user/files/file_1166.txt",bash: chmod 403 /home/user/files/file_1166.txt
"grant read access for user, none for group, and all to others for /home/user/files/file_394.txt",bash:  chmod 407 /home/user/files/file_394.txt
"allow read for user, none for group, and all for others on directory/folder /home/user/files/file_1023.txt",bash: chmod 407 /home/user/files/file_1023.txt
"grant read access for user, none for group, and all to others for /home/user/files/file_91.txt",bash: chmod 407 /home/user/files/file_91.txt
"allow read for user, none for group, and none for others on file /home/user/files/file_429.txt",bash:  chmod 400 /home/user/files/file_429.txt
"set permissions to read for owner, none for group members, and none for others on /home/user/files/file_1364.txt",bash: chmod 400 /home/user/files/file_1364.txt
"allow read for user, none for group, and none for others on directory/folder and its sub-contents /home/user/files/file_1214.txt",bash: chmod 400 /home/user/files/file_1214.txt
"allow write for user, read for group, and read for others on file /home/user/files/file_1245.txt",bash:  chmod 244 /home/user/files/file_1245.txt
"assign write permission to user, read permission to group, and read permission to others for /home/user/files/file_186.txt",bash: chmod 244 /home/user/files/file_186.txt
"assign write permission to user, read permission to group, and read permission to others for /home/user/files/file_982.txt",bash: chmod 244 /home/user/files/file_982.txt
"grant write access for user, read for group, and write to others for /home/user/files/file_1577.txt",bash:  chmod 242 /home/user/files/file_1577.txt
"grant write access for user, read for group, and write to others for /home/user/files/file_746.txt",bash: chmod 242 /home/user/files/file_746.txt
"provide write for user, read to group, and write to others for /home/user/files/file_1379.txt",bash: chmod 242 /home/user/files/file_1379.txt
"assign write permission to user, read permission to group, and execute permission to others for /home/user/files/file_986.txt",bash:  chmod 241 /home/user/files/file_986.txt
"grant write access for user, read for group, and execute to others for /home/user/files/file_1174.txt",bash: chmod 241 /home/user/files/file_1174.txt
"set permissions to write for owner, read for group members, and execute for others on /home/user/files/file_460.txt",bash: chmod 241 /home/user/files/file_460.txt
"set permissions to write for owner, read for group members, and read and write for others on /home/user/files/file_1415.txt",bash:  chmod 246 /home/user/files/file_1415.txt
"grant write access for user, read for group, and read and write to others for /home/user/files/file_1609.txt",bash: chmod 246 /home/user/files/file_1609.txt
"set permissions to write for owner, read for group members, and read and write for others on /home/user/files/file_689.txt",bash: chmod 246 /home/user/files/file_689.txt
"assign write permission to user, read permission to group, and read and execute permission to others for /home/user/files/file_859.txt",bash:  chmod 245 /home/user/files/file_859.txt
"grant write access for user, read for group, and read and execute to others for /home/user/files/file_235.txt",bash: chmod 245 /home/user/files/file_235.txt
"provide write for user, read to group, and read and execute to others for /home/user/files/file_291.txt",bash: chmod 245 /home/user/files/file_291.txt
"set permissions to write for owner, read for group members, and write and execute for others on /home/user/files/file_661.txt",bash:  chmod 243 /home/user/files/file_661.txt
"provide write for user, read to group, and write and execute to others for /home/user/files/file_1496.txt",bash: chmod 243 /home/user/files/file_1496.txt
"allow write for user, read for group, and write and execute for others on directory/folder and its sub-contents /home/user/files/file_1558.txt",bash: chmod 243 /home/user/files/file_1558.txt
"provide write for user, read to group, and all to others for /home/user/files/file_1567.txt",bash:  chmod 247 /home/user/files/file_1567.txt
"allow write for user, read for group, and all for others on directory/folder /home/user/files/file_676.txt",bash: chmod 247 /home/user/files/file_676.txt
"provide write for user, read to group, and all to others for /home/user/files/file_575.txt",bash: chmod 247 /home/user/files/file_575.txt
"provide write for user, read to group, and none to others for /home/user/files/file_1086.txt",bash:  chmod 240 /home/user/files/file_1086.txt
"set permissions to write for owner, read for group members, and none for others on /home/user/files/file_1275.txt",bash: chmod 240 /home/user/files/file_1275.txt
"set permissions to write for owner, read for group members, and none for others on /home/user/files/file_1025.txt",bash: chmod 240 /home/user/files/file_1025.txt
"provide write for user, write to group, and read to others for /home/user/files/file_1385.txt",bash:  chmod 224 /home/user/files/file_1385.txt
